"sku","product","handle","price","variant"
"KATE-18YG-S-075-NAT","KATE","kate-natural","4190.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KATE-18WG-P-075-NAT","KATE","kate-natural","5190.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"KATE-18WG-S-075-NAT","KATE","kate-natural","4190.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"KATE-18RG-P-075-NAT","KATE","kate-natural","5190.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KATE-18RG-S-075-NAT","KATE","kate-natural","4190.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"KATE-PT-P-075-NAT","KATE","kate-natural","5410.00","Platinum / Prestige - VS1/F / 0.75 ct"
"KATE-PT-S-075-NAT","KATE","kate-natural","4410.00","Platinum / Signature - SI1/H / 0.75 ct"
"KATE-14YG-P-100-NAT","KATE","kate-natural","9020.00","14K Yellow Gold / Prestige - VS1/F / 1 ct"
"KATE-14YG-S-100-NAT","KATE","kate-natural","6730.00","14K Yellow Gold / Signature - SI1/H / 1 ct"
"KATE-14WG-P-100-NAT","KATE","kate-natural","9020.00","14K White Gold / Prestige - VS1/F / 1 ct"
"KATE-14WG-S-100-NAT","KATE","kate-natural","6730.00","14K White Gold / Signature - SI1/H / 1 ct"
"KATE-14RG-P-100-NAT","KATE","kate-natural","9020.00","14K Rose Gold / Prestige - VS1/F / 1 ct"
"KATE-14RG-S-100-NAT","KATE","kate-natural","6730.00","14K Rose Gold / Signature - SI1/H / 1 ct"
"KATE-18YG-P-100-NAT","KATE","kate-natural","9230.00","18K Yellow Gold / Prestige - VS1/F / 1 ct"
"KATE-18YG-S-100-NAT","KATE","kate-natural","6940.00","18K Yellow Gold / Signature - SI1/H / 1 ct"
"KATE-18WG-P-100-NAT","KATE","kate-natural","9230.00","18K White Gold / Prestige - VS1/F / 1 ct"
"KATE-18WG-S-100-NAT","KATE","kate-natural","6940.00","18K White Gold / Signature - SI1/H / 1 ct"
"KATE-18RG-P-100-NAT","KATE","kate-natural","9230.00","18K Rose Gold / Prestige - VS1/F / 1 ct"
"KATE-18RG-S-100-NAT","KATE","kate-natural","6940.00","18K Rose Gold / Signature - SI1/H / 1 ct"
"KATE-PT-P-100-NAT","KATE","kate-natural","9450.00","Platinum / Prestige - VS1/F / 1 ct"
"KATE-PT-S-100-NAT","KATE","kate-natural","7160.00","Platinum / Signature - SI1/H / 1 ct"
"KATE-14YG-P-150-NAT","KATE","kate-natural","18470.00","14K Yellow Gold / Prestige - VS1/F / 1.5 ct"
"KATE-14YG-S-150-NAT","KATE","kate-natural","15680.00","14K Yellow Gold / Signature - SI1/H / 1.5 ct"
"KATE-14WG-P-150-NAT","KATE","kate-natural","18470.00","14K White Gold / Prestige - VS1/F / 1.5 ct"
"KATE-14WG-S-150-NAT","KATE","kate-natural","15680.00","14K White Gold / Signature - SI1/H / 1.5 ct"
"KATE-14RG-P-150-NAT","KATE","kate-natural","18470.00","14K Rose Gold / Prestige - VS1/F / 1.5 ct"
"KATE-14RG-S-150-NAT","KATE","kate-natural","15680.00","14K Rose Gold / Signature - SI1/H / 1.5 ct"
"KATE-18YG-P-150-NAT","KATE","kate-natural","18680.00","18K Yellow Gold / Prestige - VS1/F / 1.5 ct"
"KATE-18YG-S-150-NAT","KATE","kate-natural","15890.00","18K Yellow Gold / Signature - SI1/H / 1.5 ct"
"KATE-18WG-P-150-NAT","KATE","kate-natural","18680.00","18K White Gold / Prestige - VS1/F / 1.5 ct"
"KATE-18WG-S-150-NAT","KATE","kate-natural","15890.00","18K White Gold / Signature - SI1/H / 1.5 ct"
"KATE-18RG-P-150-NAT","KATE","kate-natural","18680.00","18K Rose Gold / Prestige - VS1/F / 1.5 ct"
"KATE-18RG-S-150-NAT","KATE","kate-natural","15890.00","18K Rose Gold / Signature - SI1/H / 1.5 ct"
"KATE-PT-P-150-NAT","KATE","kate-natural","18900.00","Platinum / Prestige - VS1/F / 1.5 ct"
"KATE-PT-S-150-NAT","KATE","kate-natural","16110.00","Platinum / Signature - SI1/H / 1.5 ct"
"KATE-14YG-P-200-NAT","KATE","kate-natural","32770.00","14K Yellow Gold / Prestige - VS1/F / 2 ct"
"KATE-14YG-S-200-NAT","KATE","kate-natural","25380.00","14K Yellow Gold / Signature - SI1/H / 2 ct"
"KATE-14WG-P-200-NAT","KATE","kate-natural","32770.00","14K White Gold / Prestige - VS1/F / 2 ct"
"KATE-14WG-S-200-NAT","KATE","kate-natural","25380.00","14K White Gold / Signature - SI1/H / 2 ct"
"KATE-14RG-P-200-NAT","KATE","kate-natural","32770.00","14K Rose Gold / Prestige - VS1/F / 2 ct"
"KATE-14RG-S-200-NAT","KATE","kate-natural","25380.00","14K Rose Gold / Signature - SI1/H / 2 ct"
"KATE-18YG-P-200-NAT","KATE","kate-natural","32980.00","18K Yellow Gold / Prestige - VS1/F / 2 ct"
"KATE-18YG-S-200-NAT","KATE","kate-natural","25580.00","18K Yellow Gold / Signature - SI1/H / 2 ct"
"KATE-18WG-P-200-NAT","KATE","kate-natural","32980.00","18K White Gold / Prestige - VS1/F / 2 ct"
"KATE-18WG-S-200-NAT","KATE","kate-natural","25580.00","18K White Gold / Signature - SI1/H / 2 ct"
"KATE-18RG-P-200-NAT","KATE","kate-natural","32980.00","18K Rose Gold / Prestige - VS1/F / 2 ct"
"KATE-18RG-S-200-NAT","KATE","kate-natural","25580.00","18K Rose Gold / Signature - SI1/H / 2 ct"
"KATE-PT-P-200-NAT","KATE","kate-natural","33200.00","Platinum / Prestige - VS1/F / 2 ct"
"KATE-PT-S-200-NAT","KATE","kate-natural","25810.00","Platinum / Signature - SI1/H / 2 ct"
"KATE-14YG-P-050-LG","KATE","kate-lab-grown","1010.00","14K Yellow Gold / Prestige - VS1/F / 0.5 ct"
"KATE-14YG-S-050-LG","KATE","kate-lab-grown","870.00","14K Yellow Gold / Signature - SI1/H / 0.5 ct"
"KATE-14WG-P-050-LG","KATE","kate-lab-grown","1010.00","14K White Gold / Prestige - VS1/F / 0.5 ct"
"KATE-14WG-S-050-LG","KATE","kate-lab-grown","870.00","14K White Gold / Signature - SI1/H / 0.5 ct"
"KATE-14RG-P-050-LG","KATE","kate-lab-grown","1010.00","14K Rose Gold / Prestige - VS1/F / 0.5 ct"
"KATE-14RG-S-050-LG","KATE","kate-lab-grown","870.00","14K Rose Gold / Signature - SI1/H / 0.5 ct"
"KATE-18YG-P-050-LG","KATE","kate-lab-grown","1220.00","18K Yellow Gold / Prestige - VS1/F / 0.5 ct"
"KATE-18YG-S-050-LG","KATE","kate-lab-grown","1080.00","18K Yellow Gold / Signature - SI1/H / 0.5 ct"
"KATE-18WG-P-050-LG","KATE","kate-lab-grown","1220.00","18K White Gold / Prestige - VS1/F / 0.5 ct"
"KATE-18WG-S-050-LG","KATE","kate-lab-grown","1080.00","18K White Gold / Signature - SI1/H / 0.5 ct"
"KATE-18RG-P-050-LG","KATE","kate-lab-grown","1220.00","18K Rose Gold / Prestige - VS1/F / 0.5 ct"
"KATE-18RG-S-050-LG","KATE","kate-lab-grown","1080.00","18K Rose Gold / Signature - SI1/H / 0.5 ct"
"KATE-PT-P-050-LG","KATE","kate-lab-grown","1440.00","Platinum / Prestige - VS1/F / 0.5 ct"
"KATE-PT-S-050-LG","KATE","kate-lab-grown","1300.00","Platinum / Signature - SI1/H / 0.5 ct"
"KATE-14YG-P-075-LG","KATE","kate-lab-grown","1500.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KATE-14YG-S-075-LG","KATE","kate-lab-grown","1250.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KATE-14WG-P-075-LG","KATE","kate-lab-grown","1500.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"KATE-14WG-S-075-LG","KATE","kate-lab-grown","1250.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"KATE-14RG-P-075-LG","KATE","kate-lab-grown","1500.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KATE-14RG-S-075-LG","KATE","kate-lab-grown","1250.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"KATE-18YG-P-075-LG","KATE","kate-lab-grown","1700.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KATE-18YG-S-075-LG","KATE","kate-lab-grown","1460.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KATE-18WG-P-075-LG","KATE","kate-lab-grown","1700.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"KATE-18WG-S-075-LG","KATE","kate-lab-grown","1460.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"KATE-18RG-P-075-LG","KATE","kate-lab-grown","1700.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KATE-18RG-S-075-LG","KATE","kate-lab-grown","1460.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"KATE-PT-P-075-LG","KATE","kate-lab-grown","1920.00","Platinum / Prestige - VS1/F / 0.75 ct"
"KATE-PT-S-075-LG","KATE","kate-lab-grown","1680.00","Platinum / Signature - SI1/H / 0.75 ct"
"KATE-14YG-P-100-LG","KATE","kate-lab-grown","2460.00","14K Yellow Gold / Prestige - VS1/F / 1 ct"
"KATE-14YG-S-100-LG","KATE","kate-lab-grown","2000.00","14K Yellow Gold / Signature - SI1/H / 1 ct"
"KATE-14WG-P-100-LG","KATE","kate-lab-grown","2460.00","14K White Gold / Prestige - VS1/F / 1 ct"
"KATE-14WG-S-100-LG","KATE","kate-lab-grown","2000.00","14K White Gold / Signature - SI1/H / 1 ct"
"KATE-14RG-P-100-LG","KATE","kate-lab-grown","2460.00","14K Rose Gold / Prestige - VS1/F / 1 ct"
"KATE-14RG-S-100-LG","KATE","kate-lab-grown","2000.00","14K Rose Gold / Signature - SI1/H / 1 ct"
"KATE-18YG-P-100-LG","KATE","kate-lab-grown","2670.00","18K Yellow Gold / Prestige - VS1/F / 1 ct"
"KATE-18YG-S-100-LG","KATE","kate-lab-grown","2210.00","18K Yellow Gold / Signature - SI1/H / 1 ct"
"KATE-18WG-P-100-LG","KATE","kate-lab-grown","2670.00","18K White Gold / Prestige - VS1/F / 1 ct"
"KATE-18WG-S-100-LG","KATE","kate-lab-grown","2210.00","18K White Gold / Signature - SI1/H / 1 ct"
"KATE-18RG-P-100-LG","KATE","kate-lab-grown","2670.00","18K Rose Gold / Prestige - VS1/F / 1 ct"
"KATE-18RG-S-100-LG","KATE","kate-lab-grown","2210.00","18K Rose Gold / Signature - SI1/H / 1 ct"
"KATE-PT-P-100-LG","KATE","kate-lab-grown","2890.00","Platinum / Prestige - VS1/F / 1 ct"
"KATE-PT-S-100-LG","KATE","kate-lab-grown","2430.00","Platinum / Signature - SI1/H / 1 ct"
"KATE-14YG-P-150-LG","KATE","kate-lab-grown","4260.00","14K Yellow Gold / Prestige - VS1/F / 1.5 ct"
"KATE-14YG-S-150-LG","KATE","kate-lab-grown","3380.00","14K Yellow Gold / Signature - SI1/H / 1.5 ct"
"KATE-14WG-P-150-LG","KATE","kate-lab-grown","4260.00","14K White Gold / Prestige - VS1/F / 1.5 ct"
"KATE-14WG-S-150-LG","KATE","kate-lab-grown","3380.00","14K White Gold / Signature - SI1/H / 1.5 ct"
"KATE-14RG-P-150-LG","KATE","kate-lab-grown","4260.00","14K Rose Gold / Prestige - VS1/F / 1.5 ct"
"KATE-14RG-S-150-LG","KATE","kate-lab-grown","3380.00","14K Rose Gold / Signature - SI1/H / 1.5 ct"
"KATE-18YG-P-150-LG","KATE","kate-lab-grown","4470.00","18K Yellow Gold / Prestige - VS1/F / 1.5 ct"
"KATE-18YG-S-150-LG","KATE","kate-lab-grown","3590.00","18K Yellow Gold / Signature - SI1/H / 1.5 ct"
"KATE-18WG-P-150-LG","KATE","kate-lab-grown","4470.00","18K White Gold / Prestige - VS1/F / 1.5 ct"
"KATE-18WG-S-150-LG","KATE","kate-lab-grown","3590.00","18K White Gold / Signature - SI1/H / 1.5 ct"
"KATE-18RG-P-150-LG","KATE","kate-lab-grown","4470.00","18K Rose Gold / Prestige - VS1/F / 1.5 ct"
"KATE-18RG-S-150-LG","KATE","kate-lab-grown","3590.00","18K Rose Gold / Signature - SI1/H / 1.5 ct"
"KATE-PT-P-150-LG","KATE","kate-lab-grown","4690.00","Platinum / Prestige - VS1/F / 1.5 ct"
"KATE-PT-S-150-LG","KATE","kate-lab-grown","3810.00","Platinum / Signature - SI1/H / 1.5 ct"
"KATE-14YG-P-200-LG","KATE","kate-lab-grown","6600.00","14K Yellow Gold / Prestige - VS1/F / 2 ct"
"KATE-14YG-S-200-LG","KATE","kate-lab-grown","4320.00","14K Yellow Gold / Signature - SI1/H / 2 ct"
"KATE-14WG-P-200-LG","KATE","kate-lab-grown","6600.00","14K White Gold / Prestige - VS1/F / 2 ct"
"KATE-14WG-S-200-LG","KATE","kate-lab-grown","4320.00","14K White Gold / Signature - SI1/H / 2 ct"
"KATE-14RG-P-200-LG","KATE","kate-lab-grown","6600.00","14K Rose Gold / Prestige - VS1/F / 2 ct"
"KATE-14RG-S-200-LG","KATE","kate-lab-grown","4320.00","14K Rose Gold / Signature - SI1/H / 2 ct"
"KATE-18YG-P-200-LG","KATE","kate-lab-grown","6810.00","18K Yellow Gold / Prestige - VS1/F / 2 ct"
"KATE-18YG-S-200-LG","KATE","kate-lab-grown","4520.00","18K Yellow Gold / Signature - SI1/H / 2 ct"
"KATE-18WG-P-200-LG","KATE","kate-lab-grown","6810.00","18K White Gold / Prestige - VS1/F / 2 ct"
"KATE-18WG-S-200-LG","KATE","kate-lab-grown","4520.00","18K White Gold / Signature - SI1/H / 2 ct"
"KATE-18RG-P-200-LG","KATE","kate-lab-grown","6810.00","18K Rose Gold / Prestige - VS1/F / 2 ct"
"KATE-18RG-S-200-LG","KATE","kate-lab-grown","4520.00","18K Rose Gold / Signature - SI1/H / 2 ct"
"KATE-PT-P-200-LG","KATE","kate-lab-grown","7030.00","Platinum / Prestige - VS1/F / 2 ct"
"KATE-PT-S-200-LG","KATE","kate-lab-grown","4750.00","Platinum / Signature - SI1/H / 2 ct"
"KAJSA-14YG-P-050-NAT","KAJSA","kajsa-natural","2600.00","14K Yellow Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-14YG-S-050-NAT","KAJSA","kajsa-natural","2200.00","14K Yellow Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-14WG-P-050-NAT","KAJSA","kajsa-natural","2600.00","14K White Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-14WG-S-050-NAT","KAJSA","kajsa-natural","2200.00","14K White Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-14RG-P-050-NAT","KAJSA","kajsa-natural","2600.00","14K Rose Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-14RG-S-050-NAT","KAJSA","kajsa-natural","2200.00","14K Rose Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-18YG-P-050-NAT","KAJSA","kajsa-natural","2760.00","18K Yellow Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-18YG-S-050-NAT","KAJSA","kajsa-natural","2350.00","18K Yellow Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-18WG-P-050-NAT","KAJSA","kajsa-natural","2760.00","18K White Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-18WG-S-050-NAT","KAJSA","kajsa-natural","2350.00","18K White Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-18RG-P-050-NAT","KAJSA","kajsa-natural","2760.00","18K Rose Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-18RG-S-050-NAT","KAJSA","kajsa-natural","2350.00","18K Rose Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-PT-P-050-NAT","KAJSA","kajsa-natural","2940.00","Platinum / Prestige - VS1/F / 0.5 ct"
"KAJSA-PT-S-050-NAT","KAJSA","kajsa-natural","2540.00","Platinum / Signature - SI1/H / 0.5 ct"
"KAJSA-14YG-P-075-NAT","KAJSA","kajsa-natural","4850.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-14YG-S-075-NAT","KAJSA","kajsa-natural","3850.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-14WG-P-075-NAT","KAJSA","kajsa-natural","4850.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-14WG-S-075-NAT","KAJSA","kajsa-natural","3850.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-14RG-P-075-NAT","KAJSA","kajsa-natural","4850.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-14RG-S-075-NAT","KAJSA","kajsa-natural","3850.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-18YG-P-075-NAT","KAJSA","kajsa-natural","5010.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-18YG-S-075-NAT","KAJSA","kajsa-natural","4000.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-18WG-P-075-NAT","KAJSA","kajsa-natural","5010.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-18WG-S-075-NAT","KAJSA","kajsa-natural","4000.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-18RG-P-075-NAT","KAJSA","kajsa-natural","5010.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-18RG-S-075-NAT","KAJSA","kajsa-natural","4000.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-PT-P-075-NAT","KAJSA","kajsa-natural","5190.00","Platinum / Prestige - VS1/F / 0.75 ct"
"KAJSA-PT-S-075-NAT","KAJSA","kajsa-natural","4190.00","Platinum / Signature - SI1/H / 0.75 ct"
"KAJSA-14YG-P-100-NAT","KAJSA","kajsa-natural","8890.00","14K Yellow Gold / Prestige - VS1/F / 1 ct"
"KAJSA-14YG-S-100-NAT","KAJSA","kajsa-natural","6600.00","14K Yellow Gold / Signature - SI1/H / 1 ct"
"KAJSA-14WG-P-100-NAT","KAJSA","kajsa-natural","8890.00","14K White Gold / Prestige - VS1/F / 1 ct"
"KAJSA-14WG-S-100-NAT","KAJSA","kajsa-natural","6600.00","14K White Gold / Signature - SI1/H / 1 ct"
"KAJSA-14RG-P-100-NAT","KAJSA","kajsa-natural","8890.00","14K Rose Gold / Prestige - VS1/F / 1 ct"
"KAJSA-14RG-S-100-NAT","KAJSA","kajsa-natural","6600.00","14K Rose Gold / Signature - SI1/H / 1 ct"
"KAJSA-18YG-P-100-NAT","KAJSA","kajsa-natural","9050.00","18K Yellow Gold / Prestige - VS1/F / 1 ct"
"KAJSA-18YG-S-100-NAT","KAJSA","kajsa-natural","6760.00","18K Yellow Gold / Signature - SI1/H / 1 ct"
"KAJSA-18WG-P-100-NAT","KAJSA","kajsa-natural","9050.00","18K White Gold / Prestige - VS1/F / 1 ct"
"KAJSA-18WG-S-100-NAT","KAJSA","kajsa-natural","6760.00","18K White Gold / Signature - SI1/H / 1 ct"
"KAJSA-18RG-P-100-NAT","KAJSA","kajsa-natural","9050.00","18K Rose Gold / Prestige - VS1/F / 1 ct"
"KAJSA-18RG-S-100-NAT","KAJSA","kajsa-natural","6760.00","18K Rose Gold / Signature - SI1/H / 1 ct"
"KAJSA-PT-P-100-NAT","KAJSA","kajsa-natural","9230.00","Platinum / Prestige - VS1/F / 1 ct"
"KAJSA-PT-S-100-NAT","KAJSA","kajsa-natural","6940.00","Platinum / Signature - SI1/H / 1 ct"
"KAJSA-14YG-P-150-NAT","KAJSA","kajsa-natural","18340.00","14K Yellow Gold / Prestige - VS1/F / 1.5 ct"
"KAJSA-14YG-S-150-NAT","KAJSA","kajsa-natural","15550.00","14K Yellow Gold / Signature - SI1/H / 1.5 ct"
"KAJSA-14WG-P-150-NAT","KAJSA","kajsa-natural","18340.00","14K White Gold / Prestige - VS1/F / 1.5 ct"
"KAJSA-14WG-S-150-NAT","KAJSA","kajsa-natural","15550.00","14K White Gold / Signature - SI1/H / 1.5 ct"
"KAJSA-14RG-P-150-NAT","KAJSA","kajsa-natural","18340.00","14K Rose Gold / Prestige - VS1/F / 1.5 ct"
"KAJSA-14RG-S-150-NAT","KAJSA","kajsa-natural","15550.00","14K Rose Gold / Signature - SI1/H / 1.5 ct"
"KAJSA-18YG-P-150-NAT","KAJSA","kajsa-natural","18500.00","18K Yellow Gold / Prestige - VS1/F / 1.5 ct"
"KAJSA-18YG-S-150-NAT","KAJSA","kajsa-natural","15700.00","18K Yellow Gold / Signature - SI1/H / 1.5 ct"
"KAJSA-18WG-P-150-NAT","KAJSA","kajsa-natural","18500.00","18K White Gold / Prestige - VS1/F / 1.5 ct"
"KAJSA-18WG-S-150-NAT","KAJSA","kajsa-natural","15700.00","18K White Gold / Signature - SI1/H / 1.5 ct"
"KAJSA-18RG-P-150-NAT","KAJSA","kajsa-natural","18500.00","18K Rose Gold / Prestige - VS1/F / 1.5 ct"
"KAJSA-18RG-S-150-NAT","KAJSA","kajsa-natural","15700.00","18K Rose Gold / Signature - SI1/H / 1.5 ct"
"KAJSA-PT-P-150-NAT","KAJSA","kajsa-natural","18680.00","Platinum / Prestige - VS1/F / 1.5 ct"
"KAJSA-PT-S-150-NAT","KAJSA","kajsa-natural","15890.00","Platinum / Signature - SI1/H / 1.5 ct"
"KAJSA-14YG-P-200-NAT","KAJSA","kajsa-natural","32640.00","14K Yellow Gold / Prestige - VS1/F / 2 ct"
"KAJSA-14YG-S-200-NAT","KAJSA","kajsa-natural","25250.00","14K Yellow Gold / Signature - SI1/H / 2 ct"
"KAJSA-14WG-P-200-NAT","KAJSA","kajsa-natural","32640.00","14K White Gold / Prestige - VS1/F / 2 ct"
"KAJSA-14WG-S-200-NAT","KAJSA","kajsa-natural","25250.00","14K White Gold / Signature - SI1/H / 2 ct"
"KAJSA-14RG-P-200-NAT","KAJSA","kajsa-natural","32640.00","14K Rose Gold / Prestige - VS1/F / 2 ct"
"KAJSA-14RG-S-200-NAT","KAJSA","kajsa-natural","25250.00","14K Rose Gold / Signature - SI1/H / 2 ct"
"KAJSA-18YG-P-200-NAT","KAJSA","kajsa-natural","32800.00","18K Yellow Gold / Prestige - VS1/F / 2 ct"
"KAJSA-18YG-S-200-NAT","KAJSA","kajsa-natural","25400.00","18K Yellow Gold / Signature - SI1/H / 2 ct"
"KAJSA-18WG-P-200-NAT","KAJSA","kajsa-natural","32800.00","18K White Gold / Prestige - VS1/F / 2 ct"
"KAJSA-18WG-S-200-NAT","KAJSA","kajsa-natural","25400.00","18K White Gold / Signature - SI1/H / 2 ct"
"KAJSA-18RG-P-200-NAT","KAJSA","kajsa-natural","32800.00","18K Rose Gold / Prestige - VS1/F / 2 ct"
"KAJSA-18RG-S-200-NAT","KAJSA","kajsa-natural","25400.00","18K Rose Gold / Signature - SI1/H / 2 ct"
"KAJSA-PT-P-200-NAT","KAJSA","kajsa-natural","32980.00","Platinum / Prestige - VS1/F / 2 ct"
"KAJSA-PT-S-200-NAT","KAJSA","kajsa-natural","25580.00","Platinum / Signature - SI1/H / 2 ct"
"KAJSA-14YG-P-050-LG","KAJSA","kajsa-lab-grown","880.00","14K Yellow Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-14YG-S-050-LG","KAJSA","kajsa-lab-grown","740.00","14K Yellow Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-14WG-P-050-LG","KAJSA","kajsa-lab-grown","880.00","14K White Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-14WG-S-050-LG","KAJSA","kajsa-lab-grown","740.00","14K White Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-14RG-P-050-LG","KAJSA","kajsa-lab-grown","880.00","14K Rose Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-14RG-S-050-LG","KAJSA","kajsa-lab-grown","740.00","14K Rose Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-18YG-P-050-LG","KAJSA","kajsa-lab-grown","1040.00","18K Yellow Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-18YG-S-050-LG","KAJSA","kajsa-lab-grown","900.00","18K Yellow Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-18WG-P-050-LG","KAJSA","kajsa-lab-grown","1040.00","18K White Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-18WG-S-050-LG","KAJSA","kajsa-lab-grown","900.00","18K White Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-18RG-P-050-LG","KAJSA","kajsa-lab-grown","1040.00","18K Rose Gold / Prestige - VS1/F / 0.5 ct"
"KAJSA-18RG-S-050-LG","KAJSA","kajsa-lab-grown","900.00","18K Rose Gold / Signature - SI1/H / 0.5 ct"
"KAJSA-PT-P-050-LG","KAJSA","kajsa-lab-grown","1220.00","Platinum / Prestige - VS1/F / 0.5 ct"
"KAJSA-PT-S-050-LG","KAJSA","kajsa-lab-grown","1080.00","Platinum / Signature - SI1/H / 0.5 ct"
"KAJSA-14YG-P-075-LG","KAJSA","kajsa-lab-grown","1370.00","14K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-14YG-S-075-LG","KAJSA","kajsa-lab-grown","1120.00","14K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-14WG-P-075-LG","KAJSA","kajsa-lab-grown","1370.00","14K White Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-14WG-S-075-LG","KAJSA","kajsa-lab-grown","1120.00","14K White Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-14RG-P-075-LG","KAJSA","kajsa-lab-grown","1370.00","14K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-14RG-S-075-LG","KAJSA","kajsa-lab-grown","1120.00","14K Rose Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-18YG-P-075-LG","KAJSA","kajsa-lab-grown","1520.00","18K Yellow Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-18YG-S-075-LG","KAJSA","kajsa-lab-grown","1270.00","18K Yellow Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-18WG-P-075-LG","KAJSA","kajsa-lab-grown","1520.00","18K White Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-18WG-S-075-LG","KAJSA","kajsa-lab-grown","1270.00","18K White Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-18RG-P-075-LG","KAJSA","kajsa-lab-grown","1520.00","18K Rose Gold / Prestige - VS1/F / 0.75 ct"
"KAJSA-18RG-S-075-LG","KAJSA","kajsa-lab-grown","1270.00","18K Rose Gold / Signature - SI1/H / 0.75 ct"
"KAJSA-PT-P-075-LG","KAJSA","kajsa-lab-grown","1700.00","Platinum / Prestige - VS1/F / 0.75 ct"
"KAJSA-PT-S-075-LG","KAJSA","kajsa-lab-grown","1460.00","Platinum / Signature - SI1/H / 0.75 ct"
"KAJSA-14YG-P-100-LG","KAJSA","kajsa-lab-grown","2330.00","14K Yellow Gold / Prestige - VS1/F / 1 ct"
"KAJSA-14YG-S-100-LG","KAJSA","kajsa-lab-grown","1870.00","14K Yellow Gold / Signature - SI1/H / 1 ct"
"KAJSA-14WG-P-100-LG","KAJSA","kajsa-lab-grown","2330.00","14K White Gold / Prestige - VS1/F / 1 ct"
"KAJSA-14WG-S-100-LG","KAJSA","kajsa-lab-grown","1870.00","14K White Gold / Signature - SI1/H / 1 ct"
"KAJSA-14RG-P-100-LG","KAJSA","kajsa-lab-grown","2330.00","14K Rose Gold / Prestige - VS1/F / 1 ct"
"KAJSA-14RG-S-100-LG","KAJSA","kajsa-lab-grown","1870.00","14K Rose Gold / Signature - SI1/H / 1 ct"
"KAJSA-18YG-P-100-LG","KAJSA","kajsa-lab-grown","2480.00","18K Yellow Gold / Prestige - VS1/F / 1 ct"
