sku	position	target	source_set
ORGCB30-P	1	ORGCB30-P-a.jpg	hd_v2
ORGCB30-P	2	ORGCB30-P-b.jpg	hd_v2
ORGCB30-P	3	ORGCB30-P-c.jpg	hd_v2
ORGCB30-P	4	ORGCB30-P-d.jpg	hd_v2
ORGCB50P	1	ORGCB50P-a.jpg	hd_v2
ORGCB50P	2	ORGCB50P-b.jpg	hd_v2
ORGCB50P	3	ORGCB50P-c.jpg	hd_v2
ORGCB50P	4	ORGCB50P-d.jpg	hd_v2
ORGCB51-P	1	ORGCB51-P-a.jpg	hd_v2
ORGCB51-P	2	ORGCB51-P-b.jpg	hd_v2
ORGCB51-P	3	ORGCB51-P-c.jpg	hd_v2
ORGCB51-P	4	ORGCB51-P-d.jpg	hd_v2
ORGCB51-WY	1	ORGCB51-WY-a.jpg	hd_v2
ORGCB51-WY	2	ORGCB51-WY-b.jpg	hd_v2
ORGCB51-WY	3	ORGCB51-WY-c.jpg	hd_v2
ORGCB51-WY	4	ORGCB51-WY-d.jpg	hd_v2
ORGCB51-YL	1	ORGCB51-YL-a.jpg	hd_v2
ORGCB51-YL	2	ORGCB51-YL-b.jpg	hd_v2
ORGCB51-YL	3	ORGCB51-YL-c.jpg	hd_v2
ORGCB51-YL	4	ORGCB51-YL-d.jpg	hd_v2
ORGCB51-YP	1	ORGCB51-YP-a.jpg	hd_v2
ORGCB51-YP	2	ORGCB51-YP-b.jpg	hd_v2
ORGCB51-YP	3	ORGCB51-YP-c.jpg	hd_v2
ORGCB51-YP	4	ORGCB51-YP-d.jpg	hd_v2
ORGCB51-YR	1	ORGCB51-YR-a.jpg	hd_v2
ORGCB51-YR	2	ORGCB51-YR-b.jpg	hd_v2
ORGCB51-YR	3	ORGCB51-YR-c.jpg	hd_v2
ORGCB51-YR	4	ORGCB51-YR-d.jpg	hd_v2
ORGCB52-L	1	ORGCB52-L-a.jpg	hd_v2
ORGCB52-L	2	ORGCB52-L-b.jpg	hd_v2
ORGCB52-L	3	ORGCB52-L-c.jpg	hd_v2
ORGCB52-L	4	ORGCB52-L-d.jpg	hd_v2
ORGCB53-L	1	ORGCB53-L-a.jpg	hd_v2
ORGCB53-L	2	ORGCB53-L-b.jpg	hd_v2
ORGCB53-L	3	ORGCB53-L-c.jpg	hd_v2
ORGCB53-L	4	ORGCB53-L-d.jpg	hd_v2
ORGCB54-L	1	ORGCB54-L-a.jpg	hd_v2
ORGCB54-L	2	ORGCB54-L-b.jpg	hd_v2
ORGCB54-L	3	ORGCB54-L-c.jpg	hd_v2
ORGCB54-L	4	ORGCB54-L-d.jpg	hd_v2
ORGCB55-L	1	ORGCB55-L-a.jpg	hd_v2
ORGCB55-L	2	ORGCB55-L-b.jpg	hd_v2
ORGCB55-L	3	ORGCB55-L-c.jpg	hd_v2
ORGCB55-L	4	ORGCB55-L-d.jpg	hd_v2
ORGCB56-B	1	ORGCB56-B-a.jpg	hd_v2
ORGCB56-B	2	ORGCB56-B-b.jpg	hd_v2
ORGCB56-B	3	ORGCB56-B-c.jpg	hd_v2
ORGCB56-B	4	ORGCB56-B-d.jpg	hd_v2
ORGCB57-Z	1	ORGCB57-Z-a.jpg	hd_v2
ORGCB57-Z	2	ORGCB57-Z-b.jpg	hd_v2
ORGCB57-Z	3	ORGCB57-Z-c.jpg	hd_v2
ORGCB57-Z	4	ORGCB57-Z-d.jpg	hd_v2
ORGCB58-LVR	1	ORGCB58-LVR-a.jpg	hd_v2
ORGCB58-LVR	2	ORGCB58-LVR-b.jpg	hd_v2
ORGCB58-LVR	3	ORGCB58-LVR-c.jpg	hd_v2
ORGCB58-LVR	4	ORGCB58-LVR-d.jpg	hd_v2
ORGCBB1-17-B	1	ORGCBB1-17-B-a.jpg	hd_v2
ORGCBB1-17-B	2	ORGCBB1-17-B-b.jpg	hd_v2
ORGCBB1-17-B	3	ORGCBB1-17-B-c.jpg	hd_v2
ORGCBB1-17-B	4	ORGCBB1-17-B-d.jpg	hd_v2
ORGCBB1-17-G	1	ORGCBB1-17-G-a.jpg	hd_v2
ORGCBB1-17-G	2	ORGCBB1-17-G-b.jpg	hd_v2
ORGCBB1-17-G	3	ORGCBB1-17-G-c.jpg	hd_v2
ORGCBB1-17-G	4	ORGCBB1-17-G-d.jpg	hd_v2
ORGCBB1-17-K	1	ORGCBB1-17-K-a.jpg	hd_v2
ORGCBB1-17-K	2	ORGCBB1-17-K-b.jpg	hd_v2
ORGCBB1-17-K	3	ORGCBB1-17-K-c.jpg	hd_v2
ORGCBB1-17-K	4	ORGCBB1-17-K-d.jpg	hd_v2
ORGCBB1-17-R	1	ORGCBB1-17-R-a.jpg	hd_v2
ORGCBB1-17-R	2	ORGCBB1-17-R-b.jpg	hd_v2
ORGCBB1-17-R	3	ORGCBB1-17-R-c.jpg	hd_v2
ORGCBB1-17-W	1	ORGCBB1-17-W-a.jpg	hd_v2
ORGCBB1-17-W	2	ORGCBB1-17-W-b.jpg	hd_v2
ORGCBB1-17-W	3	ORGCBB1-17-W-c.jpg	hd_v2
ORGCBB1-19-B	1	ORGCBB1-19-B-a.jpg	hd_v2
ORGCBB1-19-B	2	ORGCBB1-19-B-b.jpg	hd_v2
ORGCBB1-19-B	3	ORGCBB1-19-B-c.jpg	hd_v2
ORGCBB1-19-B	4	ORGCBB1-19-B-d.jpg	hd_v2
ORGCBB1-19-G	1	ORGCBB1-19-G-a.jpg	hd_v2
ORGCBB1-19-G	2	ORGCBB1-19-G-b.jpg	hd_v2
ORGCBB1-19-G	3	ORGCBB1-19-G-c.jpg	hd_v2
ORGCBB1-19-G	4	ORGCBB1-19-G-d.jpg	hd_v2
ORGCBB1-19-K	1	ORGCBB1-19-K-a.jpg	hd_v2
ORGCBB1-19-K	2	ORGCBB1-19-K-b.jpg	hd_v2
ORGCBB1-19-K	3	ORGCBB1-19-K-c.jpg	hd_v2
ORGCBB1-19-K	4	ORGCBB1-19-K-d.jpg	hd_v2
ORGCBB1-19-R	1	ORGCBB1-19-R-a.jpg	hd_v2
ORGCBB1-19-R	2	ORGCBB1-19-R-b.jpg	hd_v2
ORGCBB1-19-R	3	ORGCBB1-19-R-c.jpg	hd_v2
ORGCBB1-19-W	1	ORGCBB1-19-W-a.jpg	hd_v2
ORGCBB1-19-W	2	ORGCBB1-19-W-b.jpg	hd_v2
ORGCBB1-19-W	3	ORGCBB1-19-W-c.jpg	hd_v2
ORGCBB1-21-B	1	ORGCBB1-21-B-a.jpg	hd_v2
ORGCBB1-21-B	2	ORGCBB1-21-B-b.jpg	hd_v2
ORGCBB1-21-B	3	ORGCBB1-21-B-c.jpg	hd_v2
ORGCBB1-21-B	4	ORGCBB1-21-B-d.jpg	hd_v2
ORGCBB1-21-K	1	ORGCBB1-21-K-a.jpg	hd_v2
ORGCBB1-21-K	2	ORGCBB1-21-K-b.jpg	hd_v2
ORGCBB1-21-K	3	ORGCBB1-21-K-c.jpg	hd_v2
ORGCBB1-21-K	4	ORGCBB1-21-K-d.jpg	hd_v2
ORGCBB1-21-R	1	ORGCBB1-21-R-a.jpg	hd_v2
ORGCBB1-21-R	2	ORGCBB1-21-R-b.jpg	hd_v2
ORGCBB1-21-R	3	ORGCBB1-21-R-c.jpg	hd_v2
ORGCBB1-21-W	1	ORGCBB1-21-W-a.jpg	hd_v2
ORGCBB1-21-W	2	ORGCBB1-21-W-b.jpg	hd_v2
ORGCBB1-21-W	3	ORGCBB1-21-W-c.jpg	hd_v2
ORPA0010	1	ORPA0010-a.jpg	hd_v2
ORPA0010	2	ORPA0010-b.jpg	hd_v2
ORPA0010	3	ORPA0010-c.jpg	hd_v2
ORPA0035	1	ORPA0035-a.jpg	hd_v2
ORPA0035	2	ORPA0035-b.jpg	hd_v2
ORPA0035	3	ORPA0035-c.jpg	hd_v2
ORPA0094	1	ORPA0094-a.jpg	hd_v2
ORPA0094	2	ORPA0094-b.jpg	hd_v2
ORPA0097	1	ORPA0097-a.jpg	hd_v2
ORPA0097	2	ORPA0097-b.jpg	hd_v2
ORPA0107	1	ORPA0107-a.jpg	hd_v2
ORPA0107	2	ORPA0107-b.jpg	hd_v2
ORPA0107	3	ORPA0107-c.jpg	hd_v2
ORPA0123	1	ORPA0123-a.jpg	hd_v2
ORPA0123	2	ORPA0123-b.jpg	hd_v2
ORPA0132	1	ORPA0132-a.jpg	hd_v2
ORPA0132	2	ORPA0132-b.jpg	hd_v2
ORPA0132	3	ORPA0132-c.jpg	hd_v2
ORPA0142	1	ORPA0142-a.jpg	hd_v2
ORPA0142	2	ORPA0142-b.jpg	hd_v2
ORPA0142	3	ORPA0142-c.jpg	hd_v2
ORPA0147	1	ORPA0147-a.jpg	hd_v2
ORPA0147	2	ORPA0147-b.jpg	hd_v2
ORPA0147	3	ORPA0147-c.jpg	hd_v2
ORPA0149	1	ORPA0149-a.jpg	hd_v2
ORPA0149	2	ORPA0149-b.jpg	hd_v2
ORPA0149	3	ORPA0149-c.jpg	hd_v2
ORPA034	1	ORPA034-a.jpg	hd_v2
ORPA034	2	ORPA034-b.jpg	hd_v2
ORPA034	3	ORPA034-c.jpg	hd_v2
ORCB01	1	ORCB01.jpg	invoice
ORCB02	1	ORCB02.jpg	invoice
ORCB03	1	ORCB03.jpg	invoice
ORCB05	1	ORCB05.jpg	invoice
ORCB06	1	ORCB06.jpg	invoice
ORCB07	1	ORCB07.jpg	invoice
ORCB08	1	ORCB08.jpg	invoice
ORCB09	1	ORCB09.jpg	invoice
ORCB10	1	ORCB10.jpg	invoice
ORCB100	1	ORCB100.jpg	invoice
ORCB101	1	ORCB101.jpg	invoice
ORCB102	1	ORCB102.jpg	invoice
ORCB103	1	ORCB103.jpg	invoice
ORCB104	1	ORCB104.jpg	invoice
ORCB106	1	ORCB106.jpg	invoice
ORCB107	1	ORCB107.jpg	invoice
ORCB108	1	ORCB108.jpg	invoice
ORCB11	1	ORCB11.jpg	invoice
ORCB110	1	ORCB110.jpg	invoice
ORCB111	1	ORCB111.jpg	invoice
ORCB113	1	ORCB113.jpg	invoice
ORCB114	1	ORCB114.jpg	invoice
ORCB115	1	ORCB115.jpg	invoice
ORCB116	1	ORCB116.jpg	invoice
ORCB117	1	ORCB117.jpg	invoice
ORCB118	1	ORCB118.jpg	invoice
ORCB119	1	ORCB119.jpg	invoice
ORCB12	1	ORCB12.jpg	invoice
ORCB120	1	ORCB120.jpg	invoice
ORCB122	1	ORCB122.jpg	invoice
ORCB123	1	ORCB123.jpg	invoice
ORCB124	1	ORCB124.jpg	invoice
ORCB125	1	ORCB125.jpg	invoice
ORCB126	1	ORCB126.jpg	invoice
ORCB127	1	ORCB127.jpg	invoice
ORCB128	1	ORCB128.jpg	invoice
ORCB129	1	ORCB129.jpg	invoice
ORCB13	1	ORCB13.jpg	invoice
ORCB135	1	ORCB135.jpg	invoice
ORCB136	1	ORCB136.jpg	invoice
ORCB137	1	ORCB137.jpg	invoice
ORCB138	1	ORCB138.jpg	invoice
ORCB139	1	ORCB139.jpg	invoice
ORCB14	1	ORCB14.jpg	invoice
ORCB140	1	ORCB140.jpg	invoice
ORCB142	1	ORCB142.jpg	invoice
ORCB144	1	ORCB144.jpg	invoice
ORCB145	1	ORCB145.jpg	invoice
ORCB146	1	ORCB146.jpg	invoice
ORCB149	1	ORCB149.jpg	invoice
ORCB15	1	ORCB15.jpg	invoice
ORCB150	1	ORCB150.jpg	invoice
ORCB151	1	ORCB151.jpg	invoice
ORCB152	1	ORCB152.jpg	invoice
ORCB153	1	ORCB153.jpg	invoice
ORCB154	1	ORCB154.jpg	invoice
ORCB155	1	ORCB155.jpg	invoice
ORCB156	1	ORCB156.jpg	invoice
ORCB157	1	ORCB157.jpg	invoice
ORCB159	1	ORCB159.jpg	invoice
ORCB16	1	ORCB16.jpg	invoice
ORCB160	1	ORCB160.jpg	invoice
ORCB161	1	ORCB161.jpg	invoice
ORCB162	1	ORCB162.jpg	invoice
ORCB163	1	ORCB163.jpg	invoice
ORCB164	1	ORCB164.jpg	invoice
ORCB165	1	ORCB165.jpg	invoice
ORCB166	1	ORCB166.jpg	invoice
ORCB168	1	ORCB168.jpg	invoice
ORCB169	1	ORCB169.jpg	invoice
ORCB17	1	ORCB17.jpg	invoice
ORCB170	1	ORCB170.jpg	invoice
ORCB171	1	ORCB171.jpg	invoice
ORCB173	1	ORCB173.jpg	invoice
ORCB174	1	ORCB174.jpg	invoice
ORCB175	1	ORCB175.jpg	invoice
